Education,Marital_Status,Income,Kids,Days_is_client,Recency,Expenses,TotalNumPurchases,TotalAcceptedCmp,Complain,Response,Target
Undergraduate,Single,21063,1,277,34,59,7,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Partner,29187,1,416,43,34,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,54690,2,234,76,198,12,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,59304,1,335,81,1048,28,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,59247,2,233,87,574,21,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,66731,1,655,33,1029,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,77353,1,195,38,670,20,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,26751,2,38,26,11,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,81300,1,607,17,1241,21,1,0,1,High-Value Frequent Shoppers
Graduate,Single,70337,0,178,75,576,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,36145,1,378,13,172,12,1,0,1,Family-Oriented Budget Shoppers
Postgraduate,Single,65295,0,188,19,664,20,0,0,0,High-Value Frequent Shoppers
Graduate,Single,68118,1,254,51,928,23,0,0,0,High-Value Frequent Shoppers
Graduate,Single,68743,0,668,81,2074,30,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,41039,0,339,32,467,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,38946,1,248,84,257,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,65777,0,192,87,1146,17,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,66476,1,479,99,689,20,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,86857,0,655,96,2114,22,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,77845,0,44,40,1346,21,2,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,69476,0,272,3,1044,15,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,50611,1,633,98,493,22,1,0,1,High-Value Frequent Shoppers
Graduate,Single,61209,0,308,73,957,13,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,42315,1,352,90,270,12,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Partner,13084,0,239,29,29,5,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Single,47570,2,396,3,121,9,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,61923,2,338,94,126,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,34824,0,95,65,23,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,26518,2,447,33,57,8,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,45938,0,238,46,636,20,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,78468,0,81,29,1004,28,1,0,0,High-Value Frequent Shoppers
Graduate,Single,78901,1,285,99,734,20,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,71427,2,109,26,614,20,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,71022,1,138,30,1453,21,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,90247,0,61,27,1621,15,3,0,1,High-Value Frequent Shoppers
Postgraduate,Single,41335,1,185,24,187,12,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,35682,1,2,34,57,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,43185,1,445,88,637,20,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,66375,1,220,96,948,14,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,25252,1,352,26,18,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,55250,1,616,49,903,26,0,0,0,High-Value Frequent Shoppers
Graduate,Single,33249,1,494,11,112,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,58398,0,411,44,596,20,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,50272,1,326,75,233,13,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,76618,0,569,64,1511,11,0,0,0,High-Value Frequent Shoppers
Graduate,Single,87305,0,644,19,1152,17,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,25851,1,503,45,48,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,58710,1,455,77,1185,31,0,0,0,High-Value Frequent Shoppers
Graduate,Single,45160,2,92,9,21,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,74806,1,557,1,965,16,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,59111,0,423,90,869,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,18988,1,37,43,16,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,72190,0,501,79,1947,16,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,7500,1,697,19,71,12,1,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,80395,0,218,62,1380,24,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,75012,0,155,41,1027,23,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,56962,3,261,60,411,21,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,89891,0,440,17,836,26,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,35946,2,275,24,11,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,53593,2,691,60,480,23,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,45072,3,256,74,284,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,89694,2,263,22,1472,14,3,0,0,High-Value Frequent Shoppers
Graduate,Partner,72025,0,61,46,1677,26,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,67432,1,457,69,1335,19,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,70545,1,26,29,334,13,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Partner,17487,1,468,37,18,4,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Partner,62882,1,689,26,1338,20,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,64108,1,463,8,1099,30,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,34941,2,480,26,97,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,48767,3,179,79,63,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,38702,1,332,71,109,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,82224,0,155,83,902,21,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,83844,0,413,57,1574,20,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,17003,1,202,37,38,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,71163,0,112,30,960,24,0,0,0,High-Value Frequent Shoppers
Graduate,Single,33697,1,287,34,28,4,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,63564,0,151,0,1215,28,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,83443,0,180,89,1497,22,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,51518,1,269,92,449,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,80952,0,486,20,1757,25,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,75507,0,58,56,1440,21,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,63855,0,505,28,1006,24,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,62220,1,687,55,1226,23,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,58512,1,283,25,1171,20,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,40662,1,471,0,92,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,38829,1,84,86,99,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,35523,1,269,8,66,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,79146,2,66,33,564,19,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,78285,0,244,13,1427,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,31626,1,415,12,86,6,1,0,1,Family-Oriented Budget Shoppers
Graduate,Single,75127,0,38,92,833,19,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,48726,1,428,90,242,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,74985,0,656,8,1869,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,67430,0,662,6,1364,29,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,46891,1,301,91,183,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,62058,1,399,52,450,18,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,72063,1,361,3,758,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,78939,0,199,57,1507,20,0,0,0,High-Value Frequent Shoppers
Graduate,Single,42720,2,431,9,654,25,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,33622,2,442,22,81,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,6835,1,568,76,137,1,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,41452,2,480,86,16,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,40760,1,303,64,93,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,74250,0,154,90,1158,18,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,51124,2,193,79,43,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,72258,1,290,28,1525,22,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,71466,0,85,86,1230,19,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,36283,2,76,42,29,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,20587,1,49,39,25,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,30467,1,102,8,24,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,31590,1,376,40,38,5,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Partner,20425,1,608,5,57,7,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Partner,17144,2,134,96,47,12,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,42564,1,543,28,813,24,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,43783,1,31,22,629,22,1,0,0,High-Value Frequent Shoppers
Graduate,Single,40780,1,659,30,377,17,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,62847,0,530,45,1612,14,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,82017,0,599,58,729,17,3,0,1,High-Value Frequent Shoppers
Graduate,Single,16813,0,345,49,50,6,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,51267,2,243,37,270,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,46524,1,450,70,177,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,45183,0,525,33,315,13,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,70421,1,1,98,767,23,0,0,0,High-Value Frequent Shoppers
Graduate,Single,60161,1,614,17,1071,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,73926,0,484,54,1580,24,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,19329,1,197,39,60,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,61872,1,198,81,573,21,0,0,0,High-Value Frequent Shoppers
Graduate,Single,46984,2,460,71,41,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,34838,2,526,62,170,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,82716,0,236,8,1167,28,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,48192,0,449,76,1526,25,3,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,49681,2,237,66,458,21,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,56850,1,98,83,63,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,55267,1,251,28,405,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,59666,2,464,87,1027,20,1,0,0,High-Value Frequent Shoppers
Graduate,Single,72504,1,449,43,1478,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,26872,0,256,0,72,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,21359,1,435,1,48,7,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,73170,0,29,1,726,16,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,52750,1,510,72,860,27,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,91820,0,218,72,1497,22,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,65968,1,48,12,495,18,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,30772,2,109,89,20,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,22507,0,582,67,570,19,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,65685,1,92,54,769,21,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,25804,1,301,34,55,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,76412,0,420,15,1808,18,2,0,1,High-Value Frequent Shoppers
Graduate,Partner,22063,1,325,43,55,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,57091,0,14,0,577,18,1,0,1,High-Value Frequent Shoppers
Graduate,Single,78353,1,439,51,1576,24,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,93404,3,418,97,1616,17,2,0,0,High-Value Frequent Shoppers
Graduate,Single,37859,3,533,75,36,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,80995,1,414,83,1482,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,16529,1,120,23,22,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,55412,2,219,65,63,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,48789,0,657,94,680,18,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,56575,2,420,42,542,20,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,25130,1,270,10,50,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,35441,2,500,94,39,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,71391,1,457,50,1043,28,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,49494,1,430,46,385,14,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,81702,0,644,98,1633,27,0,0,0,High-Value Frequent Shoppers
Graduate,Single,45889,1,362,42,46,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,56628,1,100,30,761,20,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,34026,2,328,11,76,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,40049,1,577,61,290,14,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,19419,1,596,76,70,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,82504,0,337,2,1066,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,81205,0,167,43,2009,19,3,0,1,High-Value Frequent Shoppers
Graduate,Single,61618,0,638,27,1345,19,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,55284,1,552,60,764,23,0,0,0,High-Value Frequent Shoppers
Graduate,Single,49980,1,249,79,195,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,15072,2,415,96,53,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,49166,1,381,17,368,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,82347,0,600,38,1853,25,2,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,30843,2,34,43,35,6,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,46374,1,104,1,446,18,2,0,1,High-Value Frequent Shoppers
Graduate,Single,60474,1,454,25,1180,31,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,38576,1,117,2,41,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,55357,2,495,66,727,22,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,37758,2,633,49,40,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,85710,0,420,5,1062,26,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,23228,1,154,71,40,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,44602,2,134,35,292,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,7500,0,536,94,15,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,38683,1,633,80,341,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,49514,1,194,61,369,13,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,57906,1,383,29,401,17,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,43456,1,460,0,393,17,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,19485,2,278,80,10,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,53172,1,419,54,486,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,30545,1,620,71,69,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,70123,0,274,27,1727,17,2,0,0,High-Value Frequent Shoppers
Graduate,Single,62450,1,174,61,995,16,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,21675,1,18,55,45,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,42395,2,86,35,182,12,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,61346,1,266,34,989,23,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,80812,0,285,95,1677,18,3,0,0,High-Value Frequent Shoppers
Postgraduate,Single,42835,2,364,64,595,23,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,39922,1,500,30,156,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,86424,0,85,12,1226,28,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,17117,1,528,96,128,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,24762,1,139,16,86,9,1,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,35797,1,621,16,68,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,36627,2,341,78,16,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,51111,2,10,83,55,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,82072,0,362,67,2018,19,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,46231,3,580,87,263,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,42243,2,200,34,55,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,51195,2,454,46,564,24,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,68092,0,195,7,1281,20,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,31814,1,505,73,83,7,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,51390,2,659,54,353,18,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,76630,0,166,93,1003,25,0,0,0,High-Value Frequent Shoppers
Undergraduate,Single,26868,1,60,52,14,4,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Single,55260,1,564,81,1139,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,64090,1,326,8,797,20,0,0,1,High-Value Frequent Shoppers
Graduate,Single,78331,1,157,97,1638,25,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,37087,1,322,50,401,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,21846,1,250,38,84,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,81320,0,508,61,928,18,0,0,0,High-Value Frequent Shoppers
Graduate,Single,54137,1,317,46,203,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,66825,0,350,73,858,16,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,57100,0,207,19,409,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,58917,3,462,10,282,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,85072,0,81,94,1423,18,0,0,0,High-Value Frequent Shoppers
Graduate,Single,86429,0,220,10,1449,18,1,0,1,High-Value Frequent Shoppers
Graduate,Single,45684,1,209,37,28,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,47889,1,176,94,67,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,45921,0,111,23,199,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,78420,0,365,75,1453,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,75114,0,234,40,1253,19,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,52278,1,520,24,1198,31,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,35641,1,350,11,178,10,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,95529,0,573,29,1990,18,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,62820,0,414,51,976,14,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,73113,0,185,86,1001,15,0,0,0,High-Value Frequent Shoppers
Graduate,Single,42607,1,224,30,350,14,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,74637,0,407,73,1650,25,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,46015,2,77,25,46,5,2,0,0,Family-Oriented Budget Shoppers
Graduate,Single,72354,0,438,67,1228,19,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,39858,1,521,67,95,7,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,34469,2,56,58,62,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,83033,1,42,82,1761,26,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,24401,0,667,98,467,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,77583,0,139,93,1149,19,1,0,0,High-Value Frequent Shoppers
Graduate,Single,74116,0,181,53,2052,19,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,68397,1,224,6,1416,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,79632,0,82,42,1113,20,0,0,0,High-Value Frequent Shoppers
Graduate,Single,46107,1,139,78,125,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,64950,1,686,29,966,25,1,0,0,High-Value Frequent Shoppers
Undergraduate,Partner,25443,1,554,82,32,5,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Partner,32892,1,35,78,46,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,71796,0,248,54,960,17,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,67536,1,403,45,1829,30,1,0,0,High-Value Frequent Shoppers
Graduate,Single,55239,1,350,59,779,26,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,60554,1,324,8,811,23,0,0,0,High-Value Frequent Shoppers
Graduate,Single,64831,2,384,51,1120,22,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,56067,1,344,51,725,20,0,0,0,High-Value Frequent Shoppers
Graduate,Single,82025,0,397,76,1187,12,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,94384,0,482,62,2302,18,3,0,1,High-Value Frequent Shoppers
Undergraduate,Single,14906,0,554,86,66,9,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Partner,51563,0,636,60,1250,19,2,0,0,High-Value Frequent Shoppers
Graduate,Partner,57937,1,133,56,683,20,0,0,0,High-Value Frequent Shoppers
Graduate,Single,68274,2,272,83,305,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,39771,1,205,92,50,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,67893,1,636,31,995,16,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,27922,1,50,80,41,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,52190,2,52,39,77,9,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,44051,2,516,20,171,12,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Single,42767,2,414,53,131,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,46106,2,49,84,54,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,16927,2,504,50,53,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,59754,1,575,96,475,16,0,0,1,High-Value Frequent Shoppers
Graduate,Single,53700,1,681,94,694,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,59041,2,53,25,96,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,54237,1,428,48,361,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,70647,1,646,65,1079,26,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,52597,1,53,69,578,20,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,41021,1,546,12,64,7,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,40233,1,258,84,149,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,50183,2,4,47,231,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,54753,1,290,87,728,21,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,92955,0,314,35,1778,23,2,0,1,High-Value Frequent Shoppers
Graduate,Partner,33471,1,625,47,93,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,34596,1,442,48,23,4,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,44010,1,624,46,662,24,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,84219,0,147,27,1198,18,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,40706,3,528,37,81,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,15716,1,594,8,92,10,0,1,0,Family-Oriented Budget Shoppers
Graduate,Single,59052,1,224,29,491,18,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,80573,0,623,85,1564,24,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,83715,0,146,2,926,24,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,82576,0,697,66,1910,19,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,35704,2,177,54,94,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,53103,1,290,70,1085,28,1,0,0,High-Value Frequent Shoppers
Graduate,Single,46779,2,352,55,23,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,4861,0,7,20,6,0,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,33462,1,326,78,54,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,80763,0,318,17,1415,23,2,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,65352,1,312,43,405,16,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,82170,0,216,13,1908,19,0,0,0,High-Value Frequent Shoppers
Graduate,Single,79689,0,413,65,1315,27,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,35340,2,0,1,45,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,85683,0,100,6,1789,17,4,0,1,High-Value Frequent Shoppers
Graduate,Partner,24884,1,577,32,19,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,42021,1,667,34,573,22,1,0,0,High-Value Frequent Shoppers
Graduate,Single,64449,1,131,70,805,24,0,0,0,High-Value Frequent Shoppers
Graduate,Single,64587,2,7,49,108,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,75437,0,232,25,1493,23,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,52845,1,320,7,936,25,1,0,0,High-Value Frequent Shoppers
Graduate,Single,46086,1,238,34,343,16,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,78028,1,657,38,528,20,2,0,1,High-Value Frequent Shoppers
Postgraduate,Single,95169,0,263,1,1901,12,2,0,1,High-Value Frequent Shoppers
Graduate,Partner,56337,2,459,25,724,22,2,0,1,High-Value Frequent Shoppers
Graduate,Partner,22434,1,501,25,58,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,36930,1,408,50,297,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,36130,1,512,46,488,21,1,0,1,High-Value Frequent Shoppers
